chr,strand,coord,peakID,start,end,toStop,ftr,gene_type,ftr_start,ftr_end,gene,gene_start,gene_end,gene_stop_codon
5,-,19171856,peak_252660,19171856,19172692,167,3UTR,protein_coding,19171643,19172022,AT5G47220,19171643,19172956,19172023
5,-,1917558,peak_249859,1917558,1918102,821,3UTR,protein_coding,NA,NA,AT5G06280,NA,NA,NA
5,-,1918119,peak_249858,1918119,1918753,NA,intron,protein_coding,1918102,1918367,AT5G06280,1917641,1918993,1918379
5,-,19185719,peak_252665,19185719,19186485,326,3UTR,protein_coding,19185698,19186044,AT5G47250,19185698,19188885,19186045
5,-,19213753,peak_252671,19213753,19214127,692,3UTR,protein_coding,NA,NA,AT5G47360,NA,NA,NA
5,-,19214321,peak_252670,19214321,19214766,124,3UTR,protein_coding,NA,NA,AT5G47360,NA,NA,NA
5,-,1921460,peak_249860,1921460,1922439,582,3UTR,protein_coding,NA,NA,AT5G06300,NA,NA,NA
5,-,19216197,peak_240592,19216197,19216808,285,3UTR,protein_coding,NA,NA,AT5G47370,NA,NA,NA
5,-,1922709,peak_249864,1922709,1922951,NA,intron,protein_coding,1922379,1922879,AT5G06300,1921548,1925407,1922042
5,-,1923013,peak_249865,1923013,1923158,NA,intron,protein_coding,1922951,1923056,AT5G06300,1921548,1925407,1922042
5,-,1923190,peak_249862,1923190,1924090,NA,intron,protein_coding,1923157,1923476,AT5G06300,1921548,1925407,1922042
5,-,19235539,peak_240616,19235539,19236502,1257,3UTR,protein_coding,NA,NA,AT5G47430,NA,NA,NA
5,-,19236741,peak_240618,19236741,19237666,55,3UTR,protein_coding,19235555,19236795,AT5G47430,19235555,19241263,19236796
5,-,19239226,peak_240623,19239226,19239434,NA,intron,protein_coding,19239204,19239357,AT5G47430,19235555,19241263,19236796
5,-,19240011,peak_252674,19240011,19240166,NA,intron,protein_coding,19239879,19240067,AT5G47430,19235555,19241263,19236796
5,-,1924289,peak_249866,1924289,1924345,NA,intron,protein_coding,1924090,1925170,AT5G06300,1921548,1925407,1922042
5,-,1924591,peak_249863,1924591,1925384,NA,intron,protein_coding,1924090,1925170,AT5G06300,1921548,1925407,1922042
5,-,19246338,peak_252677,19246338,19246818,NA,intergenic,protein_coding,19248249,19245648,AT5G47450,19248249,19249622,19248509
5,-,19248241,peak_252676,19248241,19248885,268,3UTR,protein_coding,NA,NA,AT5G47450,NA,NA,NA
5,-,19276573,peak_252683,19276573,19276853,1023,3UTR,protein_coding,NA,NA,AT5G47520,NA,NA,NA
5,-,19279311,peak_240672,19279311,19279773,NA,intron,protein_coding,19278792,19279570,AT5G47520,19277230,19279747,19277596
5,-,19282489,peak_240678,19282489,19282884,776,3UTR,protein_coding,NA,NA,AT5G47540,NA,NA,NA
5,-,19283627,peak_240680,19283627,19283676,NA,CDS,protein_coding,19283627,19283671,AT5G47540,19283029,19285758,19283265
5,-,19283691,peak_240681,19283691,19284184,NA,intron,protein_coding,19283672,19283748,AT5G47540,19283029,19285758,19283265
5,-,19286298,peak_252685,19286298,19286995,298,3UTR,protein_coding,NA,NA,AT5G47550,NA,NA,NA
5,-,19287321,peak_252687,19287321,19287930,574,3UTR,protein_coding,NA,NA,AT5G47560,NA,NA,NA
5,-,19289310,peak_240687,19289310,19289402,NA,intron,protein_coding,19289154,19289900,AT5G47560,19287369,19291103,19287895
5,-,19289443,peak_252691,19289443,19290274,NA,intron,protein_coding,19289154,19289900,AT5G47560,19287369,19291103,19287895
5,-,19292304,peak_252693,19292304,19293048,565,3UTR,protein_coding,NA,NA,AT5G47570,NA,NA,NA
5,-,19293172,peak_252695,19293172,19293261,NA,intron,protein_coding,19292926,19294184,AT5G47570,19292587,19294800,19292869
5,-,19294816,peak_240690,19294816,19295433,132,3UTR,protein_coding,19294813,19294947,AT5G47580,19294813,19297424,19294948
5,-,19297775,peak_240695,19297775,19298109,469,3UTR,protein_coding,19297614,19298243,AT5G47590,19297614,19299174,19298244
5,-,19299554,peak_240697,19299554,19300285,391,3UTR,protein_coding,NA,NA,AT5G47600,NA,NA,NA
5,-,19301188,peak_240699,19301188,19301716,211,3UTR,protein_coding,19301130,19301398,AT5G47610,19301130,19302117,19301399
5,-,19302260,peak_252701,19302260,19302563,288,3UTR,protein_coding,19302190,19302547,AT5G47620,19302190,19304816,19302548
5,-,19302633,peak_252700,19302633,19303465,NA,intron,protein_coding,19302562,19302658,AT5G47620,19302190,19304816,19302548
5,-,1930493,peak_249868,1930493,1930547,523,3UTR,protein_coding,NA,NA,AT5G06320,NA,NA,NA
5,-,1930678,peak_249869,1930678,1931375,338,3UTR,protein_coding,NA,NA,AT5G06320,NA,NA,NA
5,-,19307021,peak_240706,19307021,19307531,260,3UTR,protein_coding,NA,NA,AT5G47635,NA,NA,NA
5,-,19316116,peak_252708,19316116,19316582,213,3UTR,protein_coding,19316046,19316328,AT5G47680,19316046,19317539,19316329
5,-,19327570,peak_252712,19327570,19328103,449,3UTR,protein_coding,19327566,19328018,AT5G47700,19327566,19328986,19328019
5,-,19335535,peak_240760,19335535,19335792,NA,intron,protein_coding,19335491,19335571,AT5G47730,19334250,19336390,19334592
5,-,19336156,peak_240763,19336156,19336239,NA,CDS,protein_coding,19336156,19336158,AT5G47730,19334250,19336390,19334592
5,-,19336250,peak_240764,19336250,19337201,NA,intron,protein_coding,19336240,19336447,AT5G47730,19334250,19336390,19334592
5,-,19339666,peak_252714,19339666,19340280,281,3UTR,protein_coding,NA,NA,AT5G47750,NA,NA,NA
5,-,19372771,peak_252717,19372771,19373420,242,3UTR,protein_coding,NA,NA,AT5G47830,NA,NA,NA
5,-,19386103,peak_252719,19386103,19386845,452,3UTR,protein_coding,19386045,19386347,AT5G47880,19386045,19388587,19386555
5,-,19403039,peak_252722,19403039,19403998,419,3UTR,protein_coding,NA,NA,AT5G47920,NA,NA,NA
5,-,19406012,peak_252724,19406012,19406598,411,3UTR,protein_coding,NA,NA,AT5G47930,NA,NA,NA
5,-,19409227,peak_252726,19409227,19409807,180,3UTR,protein_coding,NA,NA,AT5G47940,NA,NA,NA
5,-,19416745,peak_252729,19416745,19417616,473,3UTR,protein_coding,NA,NA,AT5G47950,NA,NA,NA
5,-,19443500,peak_252738,19443500,19443687,813,3UTR,protein_coding,NA,NA,AT5G48000,NA,NA,NA
5,-,19443889,peak_252736,19443889,19444725,424,3UTR,protein_coding,NA,NA,AT5G48000,NA,NA,NA
5,-,19445359,peak_240892,19445359,19445706,NA,intron,protein_coding,19444930,19445567,AT5G48000,19444103,19447370,19444313
5,-,19446733,peak_252739,19446733,19447075,NA,intron,protein_coding,19446682,19446761,AT5G48000,19444103,19447370,19444313
5,-,19462035,peak_252746,19462035,19462508,853,3UTR,protein_coding,NA,NA,AT5G48020,NA,NA,NA
5,-,19462614,peak_252745,19462614,19463043,274,3UTR,protein_coding,19462516,19462887,AT5G48020,19462516,19464971,19462888
5,-,19465701,peak_240918,19465701,19466406,597,3UTR,protein_coding,NA,NA,AT5G48030,NA,NA,NA
5,-,1947008,peak_249873,1947008,1947829,291,3UTR,protein_coding,1947005,1947298,AT5G06370,1947005,1948612,1947299
5,-,19487868,peak_240944,19487868,19488465,NA,intergenic,protein_coding,19489327,19473838,AT5G48100,19489327,19492744,19489530
5,-,19488797,peak_252748,19488797,19489197,733,3UTR,protein_coding,NA,NA,AT5G48100,NA,NA,NA
5,-,19489351,peak_252747,19489351,19489735,179,3UTR,protein_coding,19489327,19489529,AT5G48100,19489327,19492744,19489530
5,-,19500682,peak_252749,19500682,19501444,475,3UTR,protein_coding,NA,NA,AT5G48110,NA,NA,NA
5,-,19503671,peak_252752,19503671,19504042,NA,intron,protein_coding,19503652,19503753,AT5G48110,19500988,19504534,19501157
5,-,19512380,peak_240967,19512380,19512651,NA,CDS,protein_coding,19511946,19512651,AT5G48120,19507397,19514895,19508210
5,-,19522163,peak_252757,19522163,19522947,334,3UTR,protein_coding,NA,NA,AT5G48150,NA,NA,NA
5,-,19527832,peak_252762,19527832,19528340,187,3UTR,protein_coding,19527767,19528018,AT5G48160,19527767,19530430,19528019
5,-,195310,peak_224966,195310,195880,NA,intergenic,protein_coding,210979,194823,AT5G01540,210979,213472,211285
5,-,19532273,peak_240985,19532273,19533042,456,3UTR,protein_coding,19532270,19532728,AT5G48170,19532270,19533390,19532729
5,-,19540309,peak_252766,19540309,19540549,974,3UTR,protein_coding,NA,NA,AT5G48180,NA,NA,NA
5,-,19540970,peak_252767,19540970,19541568,313,3UTR,protein_coding,19540937,19541282,AT5G48180,19540937,19542760,19541283
5,-,19541623,peak_252768,19541623,19541873,NA,CDS,protein_coding,19541283,19542233,AT5G48180,19540937,19542760,19541283
5,-,19549517,peak_240991,19549517,19550303,NA,intergenic,protein_coding,19552142,19547787,AT5G48230,19552142,19555531,19552570
5,-,19552111,peak_252769,19552111,19552746,459,3UTR,protein_coding,NA,NA,AT5G48230,NA,NA,NA
5,-,19553499,peak_240996,19553499,19553865,NA,intron,protein_coding,19553471,19553793,AT5G48230,19552142,19555529,19552570
5,-,19561341,peak_252772,19561341,19561848,378,3UTR,protein_coding,19561319,19561718,AT5G48250,19561319,19563832,19561719
5,-,1959245,peak_226958,1959245,1959924,474,3UTR,protein_coding,NA,NA,AT5G06410,NA,NA,NA
5,-,19598408,peak_241053,19598408,19598871,258,3UTR,protein_coding,NA,NA,AT5G48370,NA,NA,NA
5,-,19601191,peak_241060,19601191,19601447,112,3UTR,protein_coding,NA,NA,AT5G48375,NA,NA,NA
5,-,19604095,peak_252780,19604095,19604889,489,3UTR,protein_coding,19604089,19604583,AT5G48380,19604089,19607147,19604584
5,-,19623348,peak_252791,19623348,19624227,168,3UTR,ncRNA,NA,NA,AT5G48412,NA,NA,NA
5,-,1963076,peak_226967,1963076,1963732,504,3UTR,protein_coding,1963072,1963579,AT5G06430,1963072,1964467,1963580
5,-,19631346,peak_241083,19631346,19631786,NA,intron,protein_coding,19631143,19631386,AT5G48440,19629658,19632639,19630441
5,-,19635097,peak_241092,19635097,19635193,NA,CDS,protein_coding,19634923,19635193,AT5G48450,19632703,19635679,19633114
5,-,19635254,peak_241093,19635254,19635419,NA,intron,protein_coding,19635194,19635286,AT5G48450,19632703,19635679,19633114
5,-,1964417,peak_226970,1964417,1965281,NA,5UTR,protein_coding,1964252,1964467,AT5G06430,1963072,1964467,1963580
5,-,19666499,peak_252794,19666499,19666558,1407,3UTR,protein_coding,NA,NA,AT5G48530,NA,NA,NA
5,-,19666644,peak_252793,19666644,19667380,1262,3UTR,protein_coding,NA,NA,AT5G48530,NA,NA,NA
5,-,19668925,peak_252795,19668925,19669799,171,3UTR,protein_coding,NA,NA,AT5G48540,NA,NA,NA
5,-,1967624,peak_226979,1967624,1968503,245,3UTR,protein_coding,NA,NA,AT5G06450,NA,NA,NA
5,-,19690437,peak_241153,19690437,19691204,309,3UTR,protein_coding,NA,NA,AT5G48570,NA,NA,NA
5,-,19691291,peak_252801,19691291,19691679,NA,CDS,protein_coding,19691291,19691437,AT5G48570,19690461,19693845,19690746
5,-,19692799,peak_252806,19692799,19693375,NA,CDS,protein_coding,19692799,19693059,AT5G48570,19690461,19693845,19690746
5,-,19696324,peak_241157,19696324,19696487,NA,intron,protein_coding,19696272,19696375,AT5G48580,19695767,19698712,19696156
5,-,19698157,peak_241163,19698157,19698620,NA,intron,protein_coding,19697425,19698372,AT5G48580,19695767,19698712,19696156
5,-,19724629,peak_241197,19724629,19724792,NA,intron,protein_coding,19724564,19724671,AT5G48640,19723388,19725712,19723653
5,-,19724892,peak_241198,19724892,19725737,NA,intron,protein_coding,19724791,19724984,AT5G48640,19723388,19725712,19723653
5,-,19730242,peak_252810,19730242,19730819,1333,3UTR,protein_coding,NA,NA,AT5G48655,NA,NA,NA
5,-,19731014,peak_241207,19731014,19731802,561,3UTR,protein_coding,19730390,19731441,AT5G48655,19730380,19733025,19731575
5,-,19732605,peak_252812,19732605,19733043,NA,intron,protein_coding,19732517,19732877,AT5G48655,19730380,19733025,19731575
5,-,19733856,peak_241209,19733856,19734415,163,3UTR,protein_coding,NA,NA,AT5G48657,NA,NA,NA
5,-,19735185,peak_252816,19735185,19735690,NA,intron,protein_coding,19734936,19735510,AT5G48657,19733882,19735669,19734019
5,-,19738579,peak_241211,19738579,19739248,246,3UTR,protein_coding,NA,NA,AT5G48670,NA,NA,NA
5,-,19744338,peak_241214,19744338,19744942,387,3UTR,protein_coding,NA,NA,AT5G48680,NA,NA,NA
5,-,1974494,peak_226983,1974494,1975393,165,3UTR,protein_coding,NA,NA,AT5G06470,NA,NA,NA
5,-,19747100,peak_241218,19747100,19747579,170,3UTR,protein_coding,19747026,19747269,AT5G48690,19747026,19749061,19747270
5,-,19749272,peak_241223,19749272,19749592,222,3UTR,protein_coding,NA,NA,AT5G48700,NA,NA,NA
5,-,1975869,peak_226986,1975869,1976493,350,3UTR,protein_coding,NA,NA,AT5G06480,NA,NA,NA
5,-,19771085,peak_252818,19771085,19771540,230,3UTR,protein_coding,NA,NA,AT5G48760,NA,NA,NA
5,-,1977838,peak_226990,1977838,1978521,158,3UTR,protein_coding,1977776,1977995,AT5G06490,1977776,1978987,1977996
5,-,19779837,peak_241262,19779837,19780563,173,3UTR,protein_coding,NA,NA,AT5G48790,NA,NA,NA
5,-,19780934,peak_241264,19780934,19781036,NA,CDS,protein_coding,19780934,19781034,AT5G48790,19779860,19782066,19780010
5,-,19786552,peak_252820,19786552,19787075,NA,intergenic,lncRNA,19787994,19782066,AT5G07275,19787994,19788229,19787994
5,-,19789060,peak_241273,19789060,19789662,189,3UTR,protein_coding,NA,NA,AT5G48810,NA,NA,NA
5,-,19799807,peak_241279,19799807,19800778,462,3UTR,protein_coding,NA,NA,AT5G48830,NA,NA,NA
5,-,19803519,peak_241286,19803519,19803947,304,3UTR,protein_coding,19803502,19803822,AT5G48840,19803502,19805356,19803823
5,-,19805423,peak_241291,19805423,19806239,153,3UTR,protein_coding,NA,NA,AT5G48850,NA,NA,NA
5,-,19807356,peak_252823,19807356,19807762,NA,intron,protein_coding,19806565,19807558,AT5G48850,19805437,19807853,19805576
5,-,19814327,peak_241297,19814327,19814732,249,3UTR,protein_coding,NA,NA,AT5G48880,NA,NA,NA
5,-,19831811,peak_241323,19831811,19832119,1158,3UTR,protein_coding,NA,NA,AT5G48910,NA,NA,NA
5,-,19832716,peak_241324,19832716,19833681,253,3UTR,protein_coding,NA,NA,AT5G48910,NA,NA,NA
5,-,19836337,peak_252824,19836337,19837087,317,3UTR,protein_coding,19836299,19836653,AT5G48930,19836299,19838235,19836654
5,-,19856783,peak_241351,19856783,19857356,245,3UTR,protein_coding,NA,NA,AT5G48970,NA,NA,NA
5,-,1987011,peak_226993,1987011,1987372,239,3UTR,protein_coding,NA,NA,AT5G06520,NA,NA,NA
5,-,19874870,peak_241383,19874870,19875353,221,3UTR,protein_coding,NA,NA,AT5G49030,NA,NA,NA
5,-,19881452,peak_241404,19881452,19881650,NA,CDS,protein_coding,19881452,19881650,AT5G49030,19874925,19882574,19875091
5,-,19890782,peak_252828,19890782,19891500,NA,intergenic,protein_coding,19897370,19890174,AT5G49100,19897370,19899301,19897700
5,-,1989667,peak_226996,1989667,1990277,393,3UTR,protein_coding,1989650,1990059,AT5G06530,1989650,1994961,1990060
5,-,19897407,peak_252833,19897407,19898122,293,3UTR,protein_coding,19897370,19897699,AT5G49100,19897370,19899301,19897700
5,-,19908581,peak_241421,19908581,19909402,219,3UTR,protein_coding,NA,NA,AT5G49120,NA,NA,NA
5,-,1992124,peak_227004,1992124,1992443,NA,intron,protein_coding,1992120,1992206,AT5G06530,1989650,1994961,1990060
5,-,1993653,peak_249880,1993653,1994517,NA,intron,protein_coding,1992922,1994202,AT5G06530,1989650,1994961,1990060
5,-,19938503,peak_241429,19938503,19939231,336,3UTR,protein_coding,NA,NA,AT5G49170,NA,NA,NA
5,-,19947586,peak_241434,19947586,19948316,NA,5UTR,protein_coding,19947190,19947588,AT5G49190,19943181,19947588,19943369
5,-,19958843,peak_241452,19958843,19959509,205,3UTR,protein_coding,NA,NA,AT5G49230,NA,NA,NA
5,-,19963634,peak_241456,19963634,19964057,NA,intergenic,protein_coding,19971884,19960681,AT5G49270,19971884,19974530,19972021
5,-,19971847,peak_252835,19971847,19972639,174,3UTR,protein_coding,NA,NA,AT5G49270,NA,NA,NA
5,-,19973494,peak_241458,19973494,19974327,NA,intron,protein_coding,19973457,19973842,AT5G49270,19971884,19974530,19972021
5,-,19974848,peak_241461,19974848,19975360,NA,intergenic,protein_coding,19976222,19974530,AT5G49280,19976222,19977620,19976842
5,-,19976540,peak_252840,19976540,19977263,302,3UTR,protein_coding,19976222,19976841,AT5G49280,19976222,19977620,19976842
5,-,19984434,peak_241466,19984434,19985120,415,3UTR,protein_coding,NA,NA,AT5G49300,NA,NA,NA
5,-,19987495,peak_241471,19987495,19987795,78,3UTR,lncRNA,NA,NA,AT5G07365,NA,NA,NA
5,-,2001078,peak_227008,2001078,2001513,168,3UTR,protein_coding,2001071,2001245,AT5G06550,2001071,2003112,2001246
5,-,20011803,peak_252842,20011803,20012774,376,3UTR,protein_coding,NA,NA,AT5G49360,NA,NA,NA
5,-,20014840,peak_252845,20014840,20014896,NA,intron,protein_coding,20014071,20015383,AT5G49360,20011812,20016857,20012179
5,-,20015032,peak_252843,20015032,20015665,NA,intron,protein_coding,20014071,20015383,AT5G49360,20011812,20016857,20012179
5,-,2003265,peak_227013,2003265,2003862,413,3UTR,protein_coding,NA,NA,AT5G06560,NA,NA,NA
5,-,20034275,peak_241500,20034275,20034740,891,3UTR,protein_coding,NA,NA,AT5G49420,NA,NA,NA
5,-,20036985,peak_241505,20036985,20037534,353,3UTR,protein_coding,NA,NA,AT5G49430,NA,NA,NA
5,-,20048284,peak_252855,20048284,20048990,NA,intergenic,protein_coding,20077304,20046702,AT5G49500,20077304,20080329,20077556
5,-,20049682,peak_252851,20049682,20050043,NA,intergenic,protein_coding,20077304,20046702,AT5G49500,20077304,20080329,20077556
5,-,20050194,peak_252852,20050194,20050277,NA,intergenic,protein_coding,20077304,20046702,AT5G49500,20077304,20080329,20077556
5,-,20051439,peak_252857,20051439,20051546,NA,intergenic,protein_coding,20077304,20046702,AT5G49500,20077304,20080329,20077556
5,-,20051548,peak_252858,20051548,20051600,NA,intergenic,protein_coding,20077304,20046702,AT5G49500,20077304,20080329,20077556
5,-,20077222,peak_241558,20077222,20077885,334,3UTR,protein_coding,NA,NA,AT5G49500,NA,NA,NA
5,-,20090103,peak_241580,20090103,20090426,NA,intergenic,lncRNA,20095589,20080329,AT5G07395,20095589,20096207,20095589
5,-,20097002,peak_241587,20097002,20097533,130,3UTR,protein_coding,20096932,20097131,AT5G49525,20096932,20097551,20097132
5,-,20097915,peak_241588,20097915,20098172,NA,intergenic,protein_coding,20104481,20097551,AT5G49540,20104481,20106278,20104804
5,-,2009830,peak_249885,2009830,2010751,NA,intron,protein_coding,2008382,2010330,AT5G06570,2007419,2011179,2008075
5,-,20104417,peak_252863,20104417,20105211,387,3UTR,protein_coding,NA,NA,AT5G49540,NA,NA,NA
5,-,20106577,peak_252866,20106577,20107007,125,3UTR,protein_coding,20106532,20106701,AT5G49550,20106532,20107208,20106702
5,-,20107073,peak_252868,20107073,20107194,NA,CDS,protein_coding,20107073,20107156,AT5G49550,20106532,20107208,20106702
5,-,20107288,peak_252867,20107288,20107540,123,3UTR,protein_coding,20107229,20107410,AT5G49555,20107229,20110638,20107411
5,-,20110742,peak_241615,20110742,20111422,219,3UTR,protein_coding,NA,NA,AT5G49560,NA,NA,NA
5,-,20111860,peak_241617,20111860,20112244,211,3UTR,protein_coding,20111859,20112070,AT5G49570,20111859,20116269,20112071
5,-,2011273,peak_227019,2011273,2011781,213,3UTR,protein_coding,2011245,2011485,AT5G06580,2011245,2016583,2011486
5,-,20123532,peak_241631,20123532,20124308,1108,3UTR,protein_coding,NA,NA,AT5G49580,NA,NA,NA
5,-,2012997,peak_227024,2012997,2013170,NA,CDS,protein_coding,2012997,2013106,AT5G06580,2011245,2016583,2011486
5,-,20130442,peak_241640,20130442,20131170,1006,3UTR,protein_coding,NA,NA,AT5G49610,NA,NA,NA
5,-,20131245,peak_241641,20131245,20132195,203,3UTR,protein_coding,NA,NA,AT5G49610,NA,NA,NA
5,-,20137233,peak_252869,20137233,20137911,258,3UTR,protein_coding,20137214,20137490,AT5G49620,20137214,20139609,20137491
5,-,20138802,peak_252871,20138802,20139438,NA,intron,protein_coding,20138449,20139209,AT5G49620,20137214,20139609,20137491
5,-,20148077,peak_241648,20148077,20148352,NA,intergenic,protein_coding,20151163,20146690,AT5G49645,20151163,20151882,20151516
5,-,20151119,peak_252874,20151119,20151746,397,3UTR,protein_coding,NA,NA,AT5G49645,NA,NA,NA
5,-,20166818,peak_252886,20166818,20167548,301,3UTR,protein_coding,NA,NA,AT5G49665,NA,NA,NA
5,-,20191504,peak_252887,20191504,20192048,NA,5UTR,protein_coding,20191351,20191604,AT5G49690,20189655,20191604,20189968
5,-,20192122,peak_252892,20192122,20192977,NA,intergenic,protein_coding,20197391,20191604,AT5G49720,20197391,20200468,20197765
5,-,20194957,peak_241683,20194957,20195797,NA,intergenic,protein_coding,20197391,20191604,AT5G49720,20197391,20200468,20197765
5,-,20197387,peak_252893,20197387,20198172,378,3UTR,protein_coding,NA,NA,AT5G49720,NA,NA,NA
5,-,20214457,peak_241692,20214457,20215108,NA,exon,lncRNA,20214323,20214952,AT5G07455,20214323,20214952,20214323
5,-,20215251,peak_241693,20215251,20215754,NA,intergenic,protein_coding,20234509,20214952,AT5G49800,20234509,20236329,20234771
5,-,20234464,peak_252903,20234464,20235334,307,3UTR,protein_coding,NA,NA,AT5G49800,NA,NA,NA
5,-,2023833,peak_227060,2023833,2023913,NA,CDS,protein_coding,2023833,2023913,AT5G06600,2019084,2028116,2019545
5,-,2023919,peak_227061,2023919,2024654,NA,intron,protein_coding,2023914,2023990,AT5G06600,2019084,2028116,2019545
5,-,20246365,peak_241730,20246365,20247074,388,3UTR,protein_coding,NA,NA,AT5G49820,NA,NA,NA
5,-,20250428,peak_252904,20250428,20250960,375,3UTR,protein_coding,20250419,20250802,AT5G49830,20250419,20255089,20250803
5,-,20270071,peak_241756,20270071,20270606,276,3UTR,protein_coding,NA,NA,AT5G49870,NA,NA,NA
5,-,20288047,peak_252908,20288047,20288579,442,3UTR,protein_coding,NA,NA,AT5G49890,NA,NA,NA
5,-,20291700,peak_241775,20291700,20292411,NA,intron,protein_coding,20291439,20291937,AT5G49890,20288055,20292432,20288489
5,-,20296832,peak_252912,20296832,20297530,NA,intron,protein_coding,20296733,20297089,AT5G49900,20296518,20300249,20297235
5,-,20299117,peak_241782,20299117,20299215,NA,intron,protein_coding,20299059,20299141,AT5G49900,20296518,20300249,20297235
5,-,20299979,peak_241786,20299979,20300522,NA,CDS,protein_coding,20299979,20300016,AT5G49900,20296518,20300249,20297235
5,-,20308051,peak_241805,20308051,20308458,209,3UTR,protein_coding,20308033,20308259,AT5G49930,20308033,20312892,20308260
5,-,20311394,peak_252915,20311394,20311865,NA,intron,protein_coding,20311334,20311425,AT5G49930,20308033,20312892,20308260
5,-,20315201,peak_241816,20315201,20315583,NA,intergenic,lncRNA,20318418,20312892,AT5G07525,20318418,20318925,20318418
5,-,20319663,peak_252917,20319663,20320224,208,3UTR,protein_coding,NA,NA,AT5G49950,NA,NA,NA
5,-,20333962,peak_252924,20333962,20334910,458,3UTR,protein_coding,20333897,20334419,AT5G49980,20333897,20336671,20334420
5,-,2036316,peak_249893,2036316,2036968,186,3UTR,protein_coding,2036312,2036501,AT5G06630,2036312,2037855,2036502
5,-,2037259,peak_249894,2037259,2037682,NA,CDS,protein_coding,2036502,2037824,AT5G06630,2036312,2037855,2036502
5,-,20382278,peak_241893,20382278,20383059,352,3UTR,protein_coding,NA,NA,AT5G50120,NA,NA,NA
5,-,2039641,peak_249897,2039641,2040552,218,3UTR,protein_coding,2039598,2039858,AT5G06640,2039598,2041928,2039859
5,-,20402205,peak_241899,20402205,20402821,239,3UTR,protein_coding,NA,NA,AT5G50150,NA,NA,NA
5,-,2041189,peak_249898,2041189,2041772,NA,CDS,protein_coding,2041188,2041928,AT5G06640,2039598,2041928,2039859
5,-,20448247,peak_252929,20448247,20448982,385,3UTR,protein_coding,NA,NA,AT5G50230,NA,NA,NA
5,-,20451116,peak_241933,20451116,20451733,NA,intergenic,protein_coding,20452487,20451062,AT5G50250,20452487,20454041,20452677
5,-,20452432,peak_241934,20452432,20453101,245,3UTR,protein_coding,NA,NA,AT5G50250,NA,NA,NA
5,-,20466100,peak_252935,20466100,20466617,392,3UTR,protein_coding,20466068,20466491,AT5G50300,20466068,20468128,20466492
5,-,2048047,peak_249901,2048047,2048803,196,3UTR,protein_coding,NA,NA,AT5G06670,NA,NA,NA
5,-,20483242,peak_241953,20483242,20483610,NA,intron,protein_coding,20483135,20483437,AT5G50320,20480626,20484945,20481200
5,-,20484919,peak_241957,20484919,20485791,NA,5UTR,protein_coding,20484812,20484945,AT5G50320,20480626,20484945,20481200
5,-,20489028,peak_241968,20489028,20489659,363,3UTR,protein_coding,NA,NA,AT5G50335,NA,NA,NA
5,-,20491335,peak_241970,20491335,20491803,300,3UTR,protein_coding,NA,NA,AT5G50340,NA,NA,NA
5,-,20498345,peak_241977,20498345,20498925,352,3UTR,protein_coding,NA,NA,AT5G50350,NA,NA,NA
5,-,20509135,peak_241988,20509135,20509701,376,3UTR,protein_coding,20509115,20509510,AT5G50370,20509115,20510810,20509511
5,-,20516030,peak_252939,20516030,20516746,352,3UTR,protein_coding,NA,NA,AT5G50380,NA,NA,NA
5,-,20520621,peak_242003,20520621,20521119,168,3UTR,protein_coding,20520600,20520788,AT5G50390,20520600,20523212,20520789
5,-,20521807,peak_242005,20521807,20522284,NA,CDS,protein_coding,20521206,20522980,AT5G50390,20520600,20523212,20520789
5,-,20523377,peak_242008,20523377,20524254,198,3UTR,protein_coding,20523366,20523574,AT5G50400,20523366,20526521,20523575
5,-,20530165,peak_242019,20530165,20530631,288,3UTR,protein_coding,NA,NA,AT5G50420,NA,NA,NA
5,-,20533863,peak_252947,20533863,20534662,503,3UTR,protein_coding,NA,NA,AT5G50430,NA,NA,NA
5,-,20535103,peak_242024,20535103,20535198,NA,intron,protein_coding,20535059,20535153,AT5G50430,20534058,20537138,20534366
5,-,20537306,peak_242030,20537306,20538150,338,3UTR,protein_coding,NA,NA,AT5G50440,NA,NA,NA
5,-,20543293,peak_252950,20543293,20543962,226,3UTR,protein_coding,20543225,20543518,AT5G50450,20543225,20544857,20543519
5,-,20551105,peak_252952,20551105,20551812,565,3UTR,protein_coding,NA,NA,AT5G50460,NA,NA,NA
5,-,20571647,peak_242050,20571647,20572292,NA,5UTR,protein_coding,20571588,20571656,AT5G50520,20569533,20571656,20569680
5,-,20574261,peak_252955,20574261,20574667,NA,CDS,protein_coding,20574261,20574393,AT5G50530,20571681,20575250,20571876
5,-,20575041,peak_252956,20575041,20575273,59,3UTR,protein_coding,20574577,20575099,AT5G50540,20574577,20575538,20575100
5,-,20582100,peak_252958,20582100,20582895,455,3UTR,protein_coding,20582083,20582554,AT5G50570,20582083,20584547,20582555
5,-,20583352,peak_252961,20583352,20583821,NA,CDS,protein_coding,20583352,20583791,AT5G50570,20582083,20584547,20582555
5,-,20602808,peak_242089,20602808,20603486,213,3UTR,protein_coding,NA,NA,AT5G50630,NA,NA,NA
5,-,20633141,peak_242129,20633141,20633997,301,3UTR,protein_coding,NA,NA,AT5G50720,NA,NA,NA
5,-,20635806,peak_242132,20635806,20636558,1342,3UTR,protein_coding,NA,NA,AT5G50740,NA,NA,NA
5,-,20693445,peak_242170,20693445,20694104,333,3UTR,protein_coding,NA,NA,AT5G50860,NA,NA,NA
